"variable","dummyVariable","typeEnd","databaseStart","variableStart","ICES confirmation","typeStart","recEnd","numValidCat","catLabel","catLabelLong","units","recStart","catStartLabel","variableStartShortLabel","variableStartLabel","notes","...18","...19","uid","uid_detail","date_start","date_end"
"CCC_071","CCC_071_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i ","cchs2001_p::CCCA_071, cchs2003_p::CCCC_071, cchs2005_p::CCCE_071, cchs2015_2016_p::CCC_065, cchs2017_2018_p::CCC_065, cchs2001_i::CCCA_071, cchs2003_i::CCCC_071, cchs2005_i::CCCE_071, cchs2015_2016_i::CCC_065, cchs2017_2018_i::CCC_065,[CCC_071]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Hypertension","Do you have high blood pressure?","",,"","v_012","d_00078","",""
"CCC_091","CCC_091_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, cchs2001_i::CCCA_91B, cchs2003_i::CCCC_91B, cchs2005_i::CCCE_91F, cchs2007_2008_i::CCC_91F, cchs2015_2016_i::CCC_030, cchs2017_2018_i::CCC_030, [CCC_091]","ICES confirmed","cat","1",2,"COPD/emphysema/bronchitis","COPD/emphysema/bronchitis","","1","Yes (Do you have COPD(eg bronchitis,emphysema)?)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?","",,"","v_013","d_00079","",""
"CCC_091","CCC_091_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, cchs2001_i::CCCA_91B, cchs2003_i::CCCC_91B, cchs2005_i::CCCE_91F, cchs2007_2008_i::CCC_91F, cchs2015_2016_i::CCC_030, cchs2017_2018_i::CCC_030, [CCC_091]","ICES confirmed","cat","2",2,"No COPD/emphysema/bronchitis","No COPD/emphysema/bronchitis","","2","No (Do you have COPD(eg bronchitis,emphysema)?)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?","",,"","v_013","d_00080","",""
"CCC_091","CCC_091_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, cchs2001_i::CCCA_91B, cchs2003_i::CCCC_91B, cchs2005_i::CCCE_91F, cchs2007_2008_i::CCC_91F, cchs2015_2016_i::CCC_030, cchs2017_2018_i::CCC_030, [CCC_091]","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?","",,"","v_013","d_00081","",""
"CCC_091","CCC_091_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, cchs2001_i::CCCA_91B, cchs2003_i::CCCC_91B, cchs2005_i::CCCE_91F, cchs2007_2008_i::CCC_91F, cchs2015_2016_i::CCC_030, cchs2017_2018_i::CCC_030, [CCC_091]","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?","",,"","v_013","d_00082","",""
"CCC_091","CCC_091_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_91B, cchs2003_p::CCCC_91B, cchs2015_2016_p::CCC_030, cchs2017_2018_p::CCC_030, cchs2001_i::CCCA_91B, cchs2003_i::CCCC_91B, cchs2005_i::CCCE_91F, cchs2007_2008_i::CCC_91F, cchs2015_2016_i::CCC_030, cchs2017_2018_i::CCC_030, [CCC_091]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","COPD/Emphysema/Bronchitis","Do you have COPD (eg bronchitis, emphysema)?","",,"","v_013","d_00083","",""
"CCC_101","CCC_101_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, cchs2001_i::CCCA_101, cchs2003_i::CCCC_101, cchs2005_i::CCCE_101, cchs2015_2016_i::CCC_095, cchs2017_2018_i::CCC_095,[CCC_101]","ICES confirmed","cat","1",2,"Diabetes","Diabetes","","1","Yes (Do you have diabetes?)","Diabetes","Do you have diabetes?","",,"","v_014","d_00084","",""
"CCC_101","CCC_101_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, cchs2001_i::CCCA_101, cchs2003_i::CCCC_101, cchs2005_i::CCCE_101, cchs2015_2016_i::CCC_095, cchs2017_2018_i::CCC_095,[CCC_101]","ICES confirmed","cat","2",2,"No Diabetes","No Diabetes","","2","No (Do you have diabetes?)","Diabetes","Do you have diabetes?","",,"","v_014","d_00085","",""
"CCC_101","CCC_101_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, cchs2001_i::CCCA_101, cchs2003_i::CCCC_101, cchs2005_i::CCCE_101, cchs2015_2016_i::CCC_095, cchs2017_2018_i::CCC_095,[CCC_101]","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","Diabetes","Do you have diabetes?","",,"","v_014","d_00086","",""
"CCC_101","CCC_101_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, cchs2001_i::CCCA_101, cchs2003_i::CCCC_101, cchs2005_i::CCCE_101, cchs2015_2016_i::CCC_095, cchs2017_2018_i::CCC_095,[CCC_101]","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Diabetes","Do you have diabetes?","",,"","v_014","d_00087","",""
"CCC_101","CCC_101_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_101, cchs2003_p::CCCC_101, cchs2005_p::CCCE_101, cchs2015_2016_p::CCC_095, cchs2017_2018_p::CCC_095, cchs2001_i::CCCA_101, cchs2003_i::CCCC_101, cchs2005_i::CCCE_101, cchs2015_2016_i::CCC_095, cchs2017_2018_i::CCC_095,[CCC_101]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Diabetes","Do you have diabetes?","",,"","v_014","d_00088","",""
"CCC_111","CCC_111_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_p::CCCA_111, cchs2003_p::CCCC_111, cchs2005_p::CCCE_111, cchs2001_i::CCCA_111, cchs2003_i::CCCC_111, cchs2005_i::CCCE_111","ICES confirmed","cat","1",2,"Epilepsy","Epilepsy","","1","Yes (Do you have epilepsy?)","Epilepsy","Do you have epilepsy?","",,"","v_015","d_00089","",""
"CCC_111","CCC_111_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_p::CCCA_111, cchs2003_p::CCCC_111, cchs2005_p::CCCE_111, cchs2001_i::CCCA_111, cchs2003_i::CCCC_111, cchs2005_i::CCCE_111","ICES confirmed","cat","2",2,"No Epilepsy","No Epilepsy","","2","No (Do you have epilepsy?)","Epilepsy","Do you have epilepsy?","",,"","v_015","d_00090","",""
"CCC_111","CCC_111_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_p::CCCA_111, cchs2003_p::CCCC_111, cchs2005_p::CCCE_111, cchs2001_i::CCCA_111, cchs2003_i::CCCC_111, cchs2005_i::CCCE_111","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","Epilepsy","Do you have epilepsy?","",,"","v_015","d_00091","",""
"CCC_111","CCC_111_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_p::CCCA_111, cchs2003_p::CCCC_111, cchs2005_p::CCCE_111, cchs2001_i::CCCA_111, cchs2003_i::CCCC_111, cchs2005_i::CCCE_111","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Epilepsy","Do you have epilepsy?","",,"","v_015","d_00092","",""
"CCC_111","CCC_111_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2001_i, cchs2003_i, cchs2005_i","cchs2001_p::CCCA_111, cchs2003_p::CCCC_111, cchs2005_p::CCCE_111, cchs2001_i::CCCA_111, cchs2003_i::CCCC_111, cchs2005_i::CCCE_111","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Epilepsy","Do you have epilepsy?","",,"","v_015","d_00093","",""
"CCC_121","CCC_121_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_121, cchs2003_p::CCCC_121, cchs2005_p::CCCE_121, cchs2015_2016_p::CCC_085, cchs2017_2018_p::CCC_085, cchs2001_i::CCCA_121, cchs2003_i::CCCC_121, cchs2005_i::CCCE_121, cchs2015_2016_i::CCC_085, cchs2017_2018_i::CCC_085,[CCC_121]","ICES confirmed","cat","1",2,"Heart Disease","Heart Disease","","1","Yes (Do you have heart disease?)","Heart Disease","Do you have heart disease?","",,"","v_016","d_00094","",""
"CCC_121","CCC_121_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_121, cchs2003_p::CCCC_121, cchs2005_p::CCCE_121, cchs2015_2016_p::CCC_085, cchs2017_2018_p::CCC_085, cchs2001_i::CCCA_121, cchs2003_i::CCCC_121, cchs2005_i::CCCE_121, cchs2015_2016_i::CCC_085, cchs2017_2018_i::CCC_085,[CCC_121]","ICES confirmed","cat","2",2,"No Heart Disease","No Heart Disease","","2","No (Do you have heart disease?)","Heart Disease","Do you have heart disease?","",,"","v_016","d_00095","",""
"CCC_121","CCC_121_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_121, cchs2003_p::CCCC_121, cchs2005_p::CCCE_121, cchs2015_2016_p::CCC_085, cchs2017_2018_p::CCC_085, cchs2001_i::CCCA_121, cchs2003_i::CCCC_121, cchs2005_i::CCCE_121, cchs2015_2016_i::CCC_085, cchs2017_2018_i::CCC_085,[CCC_121]","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","Heart Disease","Do you have heart disease?","",,"","v_016","d_00096","",""
"CCC_121","CCC_121_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_121, cchs2003_p::CCCC_121, cchs2005_p::CCCE_121, cchs2015_2016_p::CCC_085, cchs2017_2018_p::CCC_085, cchs2001_i::CCCA_121, cchs2003_i::CCCC_121, cchs2005_i::CCCE_121, cchs2015_2016_i::CCC_085, cchs2017_2018_i::CCC_085,[CCC_121]","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Heart Disease","Do you have heart disease?","",,"","v_016","d_00097","",""
"CCC_121","CCC_121_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::CCCA_121, cchs2003_p::CCCC_121, cchs2005_p::CCCE_121, cchs2015_2016_p::CCC_085, cchs2017_2018_p::CCC_085, cchs2001_i::CCCA_121, cchs2003_i::CCCC_121, cchs2005_i::CCCE_121, cchs2015_2016_i::CCC_085, cchs2017_2018_i::CCC_085,[CCC_121]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Heart Disease","Do you have heart disease?","",,"","v_016","d_00098","",""
"CCC_151","CCC_151_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]","ICES confirmed","cat","1",2,"Stroke","Stroke","","1","Yes (Do you suffer from the effects of stroke?)","Stroke","Do you suffer from effects of stroke?","",,"","v_017","d_00099","",""
"CCC_151","CCC_151_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]","ICES confirmed","cat","2",2,"No Stroke","No Stroke","","2","No (Do you suffer from the effects of stroke?)","Stroke","Do you suffer from effects of stroke?","",,"","v_017","d_00100","",""
"CCC_151","CCC_151_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","Stroke","Do you suffer from effects of stroke?","",,"","v_017","d_00101","",""
"CCC_151","CCC_151_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Stroke","Do you suffer from effects of stroke?","",,"","v_017","d_00102","",""
"CCC_151","CCC_151_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, ccsh2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::CCCA_151, cchs2003_p::CCCC_151, cchs2005_p::CCCE_151, cchs2015_2016_p::CCC_090, cchs2017_2018_p::CCC_090, cchs2001_i::CCCA_151, cchs2003_i::CCCC_151, cchs2005_i::CCCE_151, cchs2015_2016_i::CCC_090, cchs2017_2018_i::CCC_090,[CCC_151]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Stroke","Do you suffer from effects of stroke?","",,"","v_017","d_00103","",""
"CCC_280","CCC_280_cat2_1","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]","ICES confirmed","cat","1",2,"Has a mood disorder","Has a mood disorder","","1","Yes (Do you have a mood disorder?)","Mood disorder","Do you have a mood disorder?","",,"","v_018","d_00104","",""
"CCC_280","CCC_280_cat2_2","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]","ICES confirmed","cat","2",2,"Does not have a mood disorder","Does not have a mood disorder","","2","No (Do you have a mood disorder?)","Mood disorder","Do you have a mood disorder?","",,"","v_018","d_00105","",""
"CCC_280","CCC_280_cat2_NA::a","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]","ICES confirmed","cat","NA::a",2,"not applicable","not applicable","","6","not applicable","Mood disorder","Do you have a mood disorder?","",,"","v_018","d_00106","",""
"CCC_280","CCC_280_cat2_NA::b","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]","ICES confirmed","cat","NA::b",2,"missing","missing","","[7,9]","don't know (7); refusal (8); not stated (9)","Mood disorder","Do you have a mood disorder?","",,"","v_018","d_00107","",""
"CCC_280","CCC_280_cat2_NA::b","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2003_p::CCCC_280, cchs2005_p::CCCE_280, cchs2015_2016_p::CCC_195, cchs2017_2018_p::CCC_195, cchs2003_i::CCCC_280, cchs2005_i::CCCE_280, cchs2015_2016_i::CCC_195, cchs2017_2018_i::CCC_195, [CCC_280]","ICES confirmed","cat","NA::b",2,"missing","missing","","else","else","Mood disorder","Do you have a mood disorder?","",,"","v_018","d_00108","",""
"DHH_SEX","DHH_SEX_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s, cchs2001_i, cchs2003_i, cchs2005_i, cchs2007_2008_i, cchs2009_2010_i, cchs2011_2012_i, cchs2013_2014_i, cchs2015_2016_i, cchs2017_2018_i","cchs2001_p::DHHA_SEX, cchs2003_p::DHHC_SEX, cchs2005_p::DHHE_SEX, cchs2001_i::DHHA_SEX, cchs2003_i::DHHC_SEX, cchs2005_i::DHHE, [DHH_SEX]","ICES confirmed","cat","1",2,"Male","Male","","1","Male","Sex","Sex","",,"","v_019","d_00109","",""
