variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
ADL_06,ADL_06_cat2_1,cat,"cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ADL_030, cchs2017_2018_p::ADL_030",cat,1,2,Yes,Yes,N/A,"[3,4]",Yes,Needs help - looking after finances,"Because of any physical condition or mental condition or health problem, do you need the help of another person with looking after your personal finances such as making bank transactions or paying bills?","For 2015 onwards, question is changed from ""Because of condition, do you need the help of another person in X"" to ""Because of condition, do you have any difficulty with X?""; however, the answer categories indicate if they had the help of another person. 'Yes, difficulty, but can do it with the help of others' and 'Cannot do it all' are combined for 'Yes'. 'No, no difficulty' and 'Yes, difficulty, but do not require help of others' are combined for 'No'. In the universe, respondents must said yes to ""Activities of daily living"" before answering this question, therefore the sample size is small."
ADL_06,ADL_06_cat2_2,cat,"cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ADL_030, cchs2017_2018_p::ADL_030",cat,2,2,No,No,N/A,"[1,2]",No,Needs help - looking after finances,"Because of any physical condition or mental condition or health problem, do you need the help of another person with looking after your personal finances such as making bank transactions or paying bills?","For 2015 onwards, question is changed from ""Because of condition, do you need the help of another person in X"" to ""Because of condition, do you have any difficulty with X?""; however, the answer categories indicate if they had the help of another person. 'Yes, difficulty, but can do it with the help of others' and 'Cannot do it all' are combined for 'Yes'. 'No, no difficulty' and 'Yes, difficulty, but do not require help of others' are combined for 'No'. In the universe, respondents must said yes to ""Activities of daily living"" before answering this question, therefore the sample size is small."
ADL_06,ADL_06_cat2_NA::a,cat,"cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ADL_030, cchs2017_2018_p::ADL_030",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Needs help - looking after finances,"Because of any physical condition or mental condition or health problem, do you need the help of another person with looking after your personal finances such as making bank transactions or paying bills?",
ADL_06,ADL_06_cat2_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ADL_030, cchs2017_2018_p::ADL_030",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Needs help - looking after finances,"Because of any physical condition or mental condition or health problem, do you need the help of another person with looking after your personal finances such as making bank transactions or paying bills?",
ADL_06,ADL_06_cat2_NA::b,cat,"cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ADL_030, cchs2017_2018_p::ADL_030",cat,NA::b,2,missing,missing,N/A,else,else,Needs help - looking after finances,"Because of any physical condition or mental condition or health problem, do you need the help of another person with looking after your personal finances such as making bank transactions or paying bills?",
ADL_07,ADL_07_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::RACA_6D, cchs2003_p::RACC_6D, cchs2005_p::RACE_6D",cat,1,2,Yes,Yes,N/A,1,Yes,Needs help - heavy household chores,"Because of any physical condition or mental condition or health problem, do you need the help of another person with doing heavy household chores such as spring cleaning or yard work?",
ADL_07,ADL_07_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::RACA_6D, cchs2003_p::RACC_6D, cchs2005_p::RACE_6D",cat,2,2,No,No,N/A,2,No,Needs help - heavy household chores,"Because of any physical condition or mental condition or health problem, do you need the help of another person with doing heavy household chores such as spring cleaning or yard work?",
ADL_07,ADL_07_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::RACA_6D, cchs2003_p::RACC_6D, cchs2005_p::RACE_6D",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Needs help - heavy household chores,"Because of any physical condition or mental condition or health problem, do you need the help of another person with doing heavy household chores such as spring cleaning or yard work?",
ADL_07,ADL_07_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::RACA_6D, cchs2003_p::RACC_6D, cchs2005_p::RACE_6D",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Needs help - heavy household chores,"Because of any physical condition or mental condition or health problem, do you need the help of another person with doing heavy household chores such as spring cleaning or yard work?",
ADL_07,ADL_07_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::RACA_6D, cchs2003_p::RACC_6D, cchs2005_p::RACE_6D",cat,NA::b,2,missing,missing,N/A,else,else,Needs help - heavy household chores,"Because of any physical condition or mental condition or health problem, do you need the help of another person with doing heavy household chores such as spring cleaning or yard work?",
ADL_der,ADL_der_catN/A_Func::adl_fun,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[ADL_01, ADL_02, ADL_03, ADL_04, ADL_05]",N/A,Func::adl_fun,N/A,N/A,N/A,N/A,N/A,N/A,Derived needs help with tasks,Derived needs help with tasks,"Derived variable based on ADL_01, ADL_02, ADL_03, ADL_04, ADL_05"
ADL_der,ADL_der_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[ADL_01, ADL_02, ADL_03, ADL_04, ADL_05]",N/A,1,2,Needs help with tasks,Needs help with tasks,N/A,N/A,Needs help with tasks,Derived needs help with tasks,Derived needs help with tasks,
ADL_der,ADL_der_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[ADL_01, ADL_02, ADL_03, ADL_04, ADL_05]",N/A,2,2,Does not need help with tasks,Does need help with tasks,N/A,N/A,Does need help with tasks,Derived needs help with tasks,Derived needs help with tasks,
ADL_der,ADL_der_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[ADL_01, ADL_02, ADL_03, ADL_04, ADL_05]",N/A,NA::b,2,missing,missing,N/A,N/A,Does need help with tasks,Derived needs help with tasks,Derived needs help with tasks,
ADLF6R,ADLF6R_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::RACAF6, cchs2003_p::RACCF6R, cchs2005_p::RACEF6R, cchs2007_2008_p::RACF6R, [ADLF6R]",cat,1,2,Yes,Yes,N/A,1,Yes,Needs help with at least one task - (F),Needs help with at least one task - (F),
ADLF6R,ADLF6R_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::RACAF6, cchs2003_p::RACCF6R, cchs2005_p::RACEF6R, cchs2007_2008_p::RACF6R, [ADLF6R]",cat,2,2,No,No,N/A,2,No,Needs help with at least one task - (F),Needs help with at least one task - (F),
ADLF6R,ADLF6R_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::RACAF6, cchs2003_p::RACCF6R, cchs2005_p::RACEF6R, cchs2007_2008_p::RACF6R, [ADLF6R]",cat,NA::a,2,not applicable,not applicable,N/A,6,not applicable,Needs help with at least one task - (F),Needs help with at least one task - (F),
ADLF6R,ADLF6R_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::RACAF6, cchs2003_p::RACCF6R, cchs2005_p::RACEF6R, cchs2007_2008_p::RACF6R, [ADLF6R]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Needs help with at least one task - (F),Needs help with at least one task - (F),
ADLF6R,ADLF6R_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2001_p::RACAF6, cchs2003_p::RACCF6R, cchs2005_p::RACEF6R, cchs2007_2008_p::RACF6R, [ADLF6R]",cat,NA::b,2,missing,missing,N/A,else,else,Needs help with at least one task - (F),Needs help with at least one task - (F),
ADM_RNO,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ADMA_RNO, cchs2003_p::ADMC_RNO, cchs2005_p::ADME_RNO, [ADM_RNO]",cont,copy,N/A,Sequential record number,Sequential record number,N/A,"[1,999998]",Sequential record number,Sequential record number,Sequential record number,
ALC_1,ALC_1_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_1, cchs2003_p::ALCC_1, cchs2005_p::ALCE_1, cchs2015_2016_p::ALC_010, cchs2017_2018_p::ALC_010, [ALC_1]",cat,1,2,yes,alcohol in the past year,N/A,1,"Past year, have you drank alcohol",d12,"Past year, have you drank alcohol",
ALC_1,ALC_1_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_1, cchs2003_p::ALCC_1, cchs2005_p::ALCE_1, cchs2015_2016_p::ALC_010, cchs2017_2018_p::ALC_010, [ALC_1]",cat,2,2,no,no alcohol in past year,N/A,2,"Past year, have you drank alcohol",d12,"Past year, have you drank alcohol",
ALC_1,ALC_1_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_1, cchs2003_p::ALCC_1, cchs2005_p::ALCE_1, cchs2015_2016_p::ALC_010, cchs2017_2018_p::ALC_010, [ALC_1]",cat,NA::a,2,not applicable,not applicable,N/A,6,Not applicable,d12,"Past year, have you drank alcohol",
ALC_1,ALC_1_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_1, cchs2003_p::ALCC_1, cchs2005_p::ALCE_1, cchs2015_2016_p::ALC_010, cchs2017_2018_p::ALC_010, [ALC_1]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),d12,"Past year, have you drank alcohol",
ALC_1,ALC_1_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_1, cchs2003_p::ALCC_1, cchs2005_p::ALCE_1, cchs2015_2016_p::ALC_010, cchs2017_2018_p::ALC_010, [ALC_1]",cat,NA::b,2,missing,missing,N/A,else,else,d12,"Past year, have you drank alcohol",
ALCDTTM,ALCDTTM_cat3_1,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,1,3,Regular,Regular Drinker,N/A,1,Regular Drinker,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_2,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,2,3,Occasional,Occasional Drinker,N/A,2,Occasional drinker,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_3,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,3,3,No drink in last 12 months,No drink in last 12 months,N/A,3,No drink in the last 12 months,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::a,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,NA::a,3,not applicable,not applicable,N/A,6,not applicable,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::b,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,NA::b,3,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::b,cat,"cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2015_2016_p::ALCDVTTM, cchs2017_2018_p::ALCDVTTM, [ALCDTTM]",cat,NA::b,3,missing,missing,N/A,else,else,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,1,3,Regular,Regular Drinker,N/A,1,Regular drinker,Drinker type (last 12 months),Type of drinker (last 12 months),"In CCHS cycles 2001, 2003, and 2005, ALCDTTM was derived from ALCDTYP in which former and never drinkers were combined into ""No drink in the last 12 months"""
ALCDTTM,ALCDTTM_cat3_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,2,3,Occasional,Occasional Drinker,N/A,2,Occasional drinker,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,3,3,No drink in last 12 months,No drink in last 12 months,N/A,3,Former drinker,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_3,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,3,3,No drink in last 12 months,No drink in last 12 months,N/A,4,Never drank,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,NA::a,3,not applicable,not applicable,N/A,6,not applicable,Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,NA::b,3,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),Drinker type (last 12 months),Type of drinker (last 12 months),
ALCDTTM,ALCDTTM_cat3_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p","cchs2001_p::ALCADTYP, cchs2003_p::ALCCDTYP, cchs2005_p::ALCEDTYP",cat,NA::b,3,missing,missing,N/A,else,else,Drinker type (last 12 months),Type of drinker (last 12 months),
ALW_1,ALW_1_cat2_1,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5, cchs2003_p::ALCC_5, cchs2005_p::ALCE_5, cchs2015_2016_p::ALW_005, cchs2017_2018_p::ALW_005, [ALW_1]",cat,1,2,yes,alcohol in the past week,N/A,1,"Past week, had any alcohol",dany,"Past week, had any alcohol",
ALW_1,ALW_1_cat2_2,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5, cchs2003_p::ALCC_5, cchs2005_p::ALCE_5, cchs2015_2016_p::ALW_005, cchs2017_2018_p::ALW_005, [ALW_1]",cat,2,2,no,no alcohol in past week,N/A,2,"Past week, had any alcohol",dany,"Past week, had any alcohol",
ALW_1,ALW_1_cat2_NA::a,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5, cchs2003_p::ALCC_5, cchs2005_p::ALCE_5, cchs2015_2016_p::ALW_005, cchs2017_2018_p::ALW_005, [ALW_1]",cat,NA::a,2,not applicable,not applicable,N/A,6,Not applicable,dany,"Past week, had any alcohol",
ALW_1,ALW_1_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5, cchs2003_p::ALCC_5, cchs2005_p::ALCE_5, cchs2015_2016_p::ALW_005, cchs2017_2018_p::ALW_005, [ALW_1]",cat,NA::b,2,missing,missing,N/A,"[7,9]",don't know (7); refusal (8); not stated (9),dany,"Past week, had any alcohol",
ALW_1,ALW_1_cat2_NA::b,cat,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5, cchs2003_p::ALCC_5, cchs2005_p::ALCE_5, cchs2015_2016_p::ALW_005, cchs2017_2018_p::ALW_005, [ALW_1]",cat,NA::b,2,missing,missing,N/A,else,else,dany,"Past week, had any alcohol",
ALW_2A1,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A1, cchs2003_p::ALCC_5A1, cchs2005_p::ALCE_5A1, cchs2015_2016_p::ALW_010, cchs2017_2018_p::ALW_010, [ALW_2A1]",cont,copy,N/A,# of drinks - Sunday,Number of drinks on Sunday,drinks,"[0,50]",Number of drinks on Sunday,DailyConsumptionSunday,Number of drinks on Sunday,
ALW_2A1,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A1, cchs2003_p::ALCC_5A1, cchs2005_p::ALCE_5A1, cchs2015_2016_p::ALW_010, cchs2017_2018_p::ALW_010, [ALW_2A1]",cont,NA::a,N/A,not applicable,not applicable,drinks,996,not applicable,DailyConsumptionSunday,Number of drinks on Sunday,
ALW_2A1,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A1, cchs2003_p::ALCC_5A1, cchs2005_p::ALCE_5A1, cchs2015_2016_p::ALW_010, cchs2017_2018_p::ALW_010, [ALW_2A1]",cont,NA::b,N/A,missing,missing,drinks,"[997,999]",don't know (997); refusal (998); not stated (999),DailyConsumptionSunday,Number of drinks on Sunday,
ALW_2A1,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A1, cchs2003_p::ALCC_5A1, cchs2005_p::ALCE_5A1, cchs2015_2016_p::ALW_010, cchs2017_2018_p::ALW_010, [ALW_2A1]",cont,NA::b,N/A,missing,missing,drinks,else,else,DailyConsumptionSunday,Number of drinks on Sunday,
ALW_2A2,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A2, cchs2003_p::ALCC_5A2, cchs2005_p::ALCE_5A2, cchs2015_2016_p::ALW_015, cchs2017_2018_p::ALW_015, [ALW_2A2]",cont,copy,N/A,# of drinks - Monday,Number of drinks on Monday,drinks,"[0,50]",Number of drinks on Monday,DailyConsumptionMonday,Number of drinks on Monday,
ALW_2A2,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A2, cchs2003_p::ALCC_5A2, cchs2005_p::ALCE_5A2, cchs2015_2016_p::ALW_015, cchs2017_2018_p::ALW_015, [ALW_2A2]",cont,NA::a,N/A,not applicable,not applicable,drinks,996,not applicable,DailyConsumptionMonday,Number of drinks on Monday,
ALW_2A2,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A2, cchs2003_p::ALCC_5A2, cchs2005_p::ALCE_5A2, cchs2015_2016_p::ALW_015, cchs2017_2018_p::ALW_015, [ALW_2A2]",cont,NA::b,N/A,missing,missing,drinks,"[997,999]",don't know (997); refusal (998); not stated (999),DailyConsumptionMonday,Number of drinks on Monday,
ALW_2A2,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A2, cchs2003_p::ALCC_5A2, cchs2005_p::ALCE_5A2, cchs2015_2016_p::ALW_015, cchs2017_2018_p::ALW_015, [ALW_2A2]",cont,NA::b,N/A,missing,missing,drinks,else,else,DailyConsumptionMonday,Number of drinks on Monday,
ALW_2A3,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A3, cchs2003_p::ALCC_5A3, cchs2005_p::ALCE_5A3, cchs2015_2016_p::ALW_020, cchs2017_2018_p::ALW_020, [ALW_2A3]",cont,copy,N/A,# of drinks - Tuesday,Number of drinks on Tuesday,drinks,"[0,50]",Number of drinks on Tuesday,DailyConsumptionTuesday,Number of drinks on Tuesday,
ALW_2A3,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A3, cchs2003_p::ALCC_5A3, cchs2005_p::ALCE_5A3, cchs2015_2016_p::ALW_020, cchs2017_2018_p::ALW_020, [ALW_2A3]",cont,NA::a,N/A,not applicable,not applicable,drinks,996,not applicable,DailyConsumptionTuesday,Number of drinks on Tuesday,
ALW_2A3,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A3, cchs2003_p::ALCC_5A3, cchs2005_p::ALCE_5A3, cchs2015_2016_p::ALW_020, cchs2017_2018_p::ALW_020, [ALW_2A3]",cont,NA::b,N/A,missing,missing,drinks,"[997,999]",don't know (997); refusal (998); not stated (999),DailyConsumptionTuesday,Number of drinks on Tuesday,
ALW_2A3,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A3, cchs2003_p::ALCC_5A3, cchs2005_p::ALCE_5A3, cchs2015_2016_p::ALW_020, cchs2017_2018_p::ALW_020, [ALW_2A3]",cont,NA::b,N/A,missing,missing,drinks,else,else,DailyConsumptionTuesday,Number of drinks on Tuesday,
ALW_2A4,N/A,cont,"cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p","cchs2001_p::ALCA_5A4, cchs2003_p::ALCC_5A4, cchs2005_p::ALCE_5A4, cchs2015_2016_p::ALW_025, cchs2017_2018_p::ALW_025, [ALW_2A4]",cont,copy,N/A,# of drinks - Wednesday,Number of drinks on Wednesday,drinks,"[0,50]",Number of drinks on Wednesday,DailyConsumptionWednesday,Number of drinks on Wednesday,
