variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel,notes
anymed,anymed_cat2_2,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,0,2,No,No,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_NA::a,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,NA::a,2,not applicable,not applicable,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_NA::b,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,NA::b,2,missing,missing,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,N/A,cat,"cycle3_meds, cycle4_meds, cycle5_meds, cycle6_meds","DerivedVar::[meucatc, npi_25b]",N/A,Func::is_any_antiHTN_med,N/A,N/A,N/A,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_1,cat,"cycle3_meds, cycle4_meds, cycle5_meds, cycle6_meds","DerivedVar::[meucatc, npi_25b]",N/A,1,2,Yes,Yes,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_2,cat,"cycle3_meds, cycle4_meds, cycle5_meds, cycle6_meds","DerivedVar::[meucatc, npi_25b]",N/A,0,2,No,No,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_NA::a,cat,"cycle1_meds, cycle2_meds","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,NA::a,2,not applicable,not applicable,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed,anymed_cat2_NA::b,cat,"cycle3_meds, cycle4_meds, cycle5_meds, cycle6_meds","DerivedVar::[meucatc, npi_25b]",N/A,NA::b,2,missing,missing,N/A,N/A,N/A,Antihypertension medication,Taking ANY antihypertension drugs,
anymed2,amymed2_cat2_3,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[anymed2],cat,copy,2,N/A,N/A,N/A,else,else,Antihypertension medication,Taking ANY antihypertension drugs,
atc_101a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_101a],cat,copy,N/A,ATC,ATC,N/A,else,ATC,First prescription medication - ATC,First prescription medication - ATC,
atc_101a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_101a],cat,NA::a,N/A,not applicable,not applicable,N/A,9999996,Valid skip,First prescription medication - ATC,First prescription medication - ATC,
atc_101a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_101a],cat,NA::b,N/A,missing,missing,N/A,"[9999997, 9999999]",Don't know (9999997); Refusal (9999998); Not stated (9999999),First prescription medication - ATC,First prescription medication - ATC,
atc_102a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_102a],cat,copy,N/A,ATC,ATC,N/A,else,ATC,Second prescription medication - ATC,Second prescription medication - ATC,
atc_102a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_102a],cat,NA::a,N/A,not applicable,not applicable,N/A,9999996,Valid skip,Second prescription medication - ATC,Second prescription medication - ATC,
atc_102a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_102a],cat,NA::b,N/A,missing,missing,N/A,"[9999997, 9999999]",Don't know (9999997); Refusal (9999998); Not stated (9999999),Second prescription medication - ATC,Second prescription medication - ATC,
atc_103a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_103a],cat,copy,N/A,ATC,ATC,N/A,else,ATC,Third prescription medication - ATC,Third prescription medication - ATC,
atc_103a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_103a],cat,NA::a,N/A,not applicable,not applicable,N/A,9999996,Valid skip,Third prescription medication - ATC,Third prescription medication - ATC,
atc_103a,N/A,cat,"cycle1_meds, cycle2_meds",[atc_103a],cat,NA::b,N/A,missing,missing,N/A,"[9999997, 9999999]",Don't know (9999997); Refusal (9999998); Not stated (9999999),Third prescription medication - ATC,Third prescription medication - ATC,
